1,KC,42,NE,27,
1,BUF,21,NYJ,12,
1,ATL,23,CHI,17,
1,BAL,20,CIN,0,
1,PIT,21,CLE,18,
1,DAL,19,NYG,3,
1,DET,35,ARI,23,
1,GB,17,SEA,9,
1,JAX,29,HOU,7,
1,OAK,26,TEN,16,
1,LAR,46,IND,9,
1,CAR,23,SF,3,
1,PHI,30,WAS,17,
1,DEN,24,LAC,21,
1,MIN,29,NO,19,
2,HOU,13,CIN,9,
2,ATL,34,GB,23,
2,CAR,9,BUF,3,
2,ARI,16,IND,13,OT
2,DEN,42,DAL,17,
2,TEN,37,JAX,16,
2,KC,27,PHI,20,
2,NE,36,NO,20,
2,PIT,26,MIN,9,
2,OAK,45,NYJ,20,
2,WAS,27,LAR,20,
2,BAL,24,CLE,10,
2,MIA,19,LAC,17,
2,SEA,12,SF,9,
2,TB,29,CHI,7,
2,DET,24,NYG,10,
3,LAR,41,SF,39,
3,BUF,26,DEN,16,
3,NO,34,CAR,13,
3,CHI,23,PIT,17,OT
3,IND,31,CLE,28,
3,ATL,30,DET,26,
3,GB,27,CIN,24,OT
3,JAX,44,BAL,7,
3,MIN,34,TB,17,
3,NE,36,HOU,33,
3,NYJ,20,MIA,6,
3,TEN,33,SEA,27,
3,PHI,27,NYG,24,
3,KC,24,LAC,10,
3,WAS,27,OAK,10,
3,DAL,28,ARI,17,
4,GB,35,CHI,14,
4,BUF,23,ATL,17,
4,CIN,31,CLE,7,
4,ARI,18,SF,15,OT
4,LAR,35,DAL,30,
4,DEN,16,OAK,10,
4,HOU,57,TEN,14,
4,NO,20,MIA,0,
4,DET,14,MIN,7,
4,CAR,33,NE,30,
4,NYJ,23,JAX,20,OT
4,PIT,26,BAL,9,
4,PHI,26,LAC,24,
4,SEA,46,IND,18,
4,TB,25,NYG,23,
4,KC,29,WAS,20,
5,NE,19,TB,14,
5,CIN,20,BUF,16,
5,NYJ,17,CLE,14,
5,IND,26,SF,23,OT
5,GB,35,DAL,31,
5,CAR,27,DET,24,
5,KC,42,HOU,34,
5,MIA,16,TEN,10,
5,LAC,27,NYG,22,
5,PHI,34,ARI,7,
5,JAX,30,PIT,9,
5,BAL,30,OAK,17,
5,SEA,16,LAR,10,
5,MIN,20,CHI,17,
6,PHI,28,CAR,23,
6,MIA,20,ATL,17,
6,ARI,38,TB,33,
6,NYG,23,DEN,10,
6,HOU,33,CLE,17,
6,LAR,27,JAX,17,
6,PIT,19,KC,13,
6,MIN,23,GB,10,
6,NO,52,DET,38,
6,NE,24,NYJ,17,
6,LAC,17,OAK,16,
6,CHI,27,BAL,24,OT
6,WAS,26,SF,24,
6,TEN,36,IND,22,
7,OAK,31,KC,30,
7,BUF,30,TB,27,
7,CHI,17,CAR,3,
7,TEN,12,CLE,9,OT
7,JAX,27,IND,0,
7,NO,26,GB,17,
7,MIA,31,NYJ,28,
7,MIN,24,BAL,16,
7,NE,23,ATL,7,
7,SEA,24,NYG,7,
7,PIT,29,CIN,14,
7,LAR,33,ARI,0,
7,LAC,21,DEN,0,
7,DAL,40,SF,10,
7,PHI,34,WAS,24,
8,BAL,40,MIA,0,
8,BUF,34,OAK,14,
8,CIN,24,IND,23,
8,MIN,33,CLE,16,
8,PIT,20,DET,15,
8,NO,20,CHI,12,
8,NE,21,LAC,13,
8,ATL,25,NYJ,20,
8,PHI,33,SF,10,
8,SEA,41,HOU,38,
8,CAR,17,TB,3,
8,DAL,33,WAS,19,
8,KC,29,DEN,19,
9,NYJ,34,BUF,21,
9,CAR,20,ATL,17,
9,DAL,28,KC,17,
9,IND,20,HOU,14,
9,JAX,23,CIN,7,
9,OAK,27,MIA,24,
9,NO,30,TB,10,
9,LAR,51,NYG,17,
