15,NO,12,CAR,9,
16,TEN,25,WAS,16,
16,BAL,22,LAC,10,
16,ATL,24,CAR,10,
16,CLE,26,CIN,18,
16,IND,28,NYG,27,
16,LAR,31,ARI,9,
16,DAL,27,TB,20,
16,MIN,27,DET,9,
16,JAX,17,MIA,7,
16,NO,31,PIT,28,
16,NE,24,BUF,12,
16,GB,44,NYJ,38,OT
16,PHI,32,HOU,30,
16,SEA,38,KC,31,
16,CHI,14,SF,9,
16,OAK,27,DEN,14,
17,BUF,42,MIA,17,
17,LAC,23,DEN,9,
17,DET,31,GB,0,
17,HOU,20,JAX,3,
17,KC,35,OAK,3,
17,CHI,24,MIN,10,
17,CAR,33,NO,14,
17,NE,38,NYJ,3,
17,DAL,36,NYG,35,
17,IND,33,TEN,17,
17,PIT,16,CIN,13,
17,LAR,48,SF,32,
17,BAL,26,CLE,24,
17,SEA,27,ARI,24,
17,ATL,34,TB,32,
17,PHI,24,WAS,0,
