1,PHI,18,ATL,12,
1,CAR,16,DAL,8,
1,CIN,34,IND,23,
1,WAS,24,ARI,6,
1,DEN,27,SEA,24,
1,GB,24,CHI,23,
1,MIA,27,TEN,20,
1,MIN,24,SF,16,
1,TB,48,NO,40,
1,NE,27,HOU,20,
1,JAX,20,NYG,15,
1,BAL,47,BUF,3,
1,KC,38,LAC,28,
1,NYJ,48,DET,17,
1,LAR,33,OAK,13,
2,CIN,34,BAL,23,
2,ATL,31,CAR,24,
2,LAC,31,BUF,20,
2,DAL,20,NYG,13,
2,DEN,20,OAK,19,
2,JAX,31,NE,20,
2,NO,21,CLE,18,
2,MIA,20,NYJ,12,
2,TEN,20,HOU,17,
2,KC,42,PIT,37,
2,LAR,34,ARI,0,
2,SF,30,DET,27,
2,TB,27,PHI,21,
2,IND,21,WAS,9,
2,CHI,24,SEA,17,
3,CLE,21,NYJ,17,
3,NO,43,ATL,37,OT
3,CAR,31,CIN,21,
3,CHI,16,ARI,14,
3,DET,26,NE,10,
3,NYG,27,HOU,22,
3,TEN,9,JAX,6,
3,KC,38,SF,27,
3,MIA,28,OAK,20,
3,BUF,27,MIN,6,
3,PHI,20,IND,16,
3,LAR,35,LAC,23,
3,BAL,27,DEN,14,
3,SEA,24,DAL,13,
3,WAS,31,GB,17,
3,PIT,30,TB,27,
4,LAR,38,MIN,31,
4,CIN,37,ATL,36,
4,CHI,48,TB,10,
4,HOU,37,IND,34,OT
4,SEA,20,ARI,17,
4,DAL,26,DET,24,
4,GB,22,BUF,0,
4,JAX,31,NYJ,12,
4,NE,38,MIA,7,
4,NO,33,NYG,18,
4,TEN,26,PHI,23,OT
4,BAL,26,PIT,14,
4,OAK,45,CLE,42,OT
4,LAC,29,SF,27,
4,KC,27,DEN,23,
5,NE,38,IND,24,
5,BUF,13,TEN,12,
5,CAR,33,NYG,31,
5,CIN,27,MIA,17,
5,CLE,12,BAL,9,OT
5,DET,31,GB,23,
5,HOU,19,DAL,16,OT
5,KC,30,JAX,14,
5,NYJ,34,DEN,16,
5,MIN,23,PHI,21,
5,PIT,41,ATL,17,
5,LAC,26,OAK,10,
5,LAR,33,SEA,31,
5,ARI,28,SF,18,
5,NO,43,WAS,19,
6,PHI,34,NYG,13,
6,ATL,34,TB,29,
6,PIT,28,CIN,21,
6,LAC,38,CLE,14,
6,DAL,40,JAX,7,
6,LAR,23,DEN,20,
6,HOU,20,BUF,13,
6,MIA,31,CHI,28,OT
6,MIN,27,ARI,17,
6,NE,43,KC,40,
6,NYJ,42,IND,34,
6,BAL,21,TEN,0,
6,SEA,27,OAK,3,
6,WAS,23,CAR,17,
6,GB,33,SF,30,
7,DEN,45,ARI,10,
7,NE,38,CHI,31,
7,IND,37,BUF,5,
7,HOU,20,JAX,7,
7,KC,45,CIN,10,
7,DET,32,MIA,21,
7,MIN,37,NYJ,17,
7,CAR,21,PHI,17,
7,NO,24,BAL,23,
7,LAC,20,TEN,19,
7,LAR,39,SF,10,
7,TB,26,CLE,23,OT
7,WAS,20,DAL,17,
7,ATL,23,NYG,20,
8,HOU,42,MIA,23,
8,CAR,36,BAL,21,
8,CHI,24,NYJ,10,
8,CIN,37,TB,34,
8,ARI,18,SF,15,
8,SEA,28,DET,14,
8,PHI,24,JAX,18,
8,KC,30,DEN,23,
8,NO,30,MIN,20,
8,WAS,20,NYG,13,
8,PIT,33,CLE,18,
8,IND,42,OAK,28,
8,LAR,29,GB,27,
8,NE,25,BUF,6,
9,SF,34,OAK,3,
9,CHI,41,BUF,9,
9,CAR,42,TB,28,
9,KC,37,CLE,21,
9,HOU,19,DEN,17,
9,MIA,13,NYJ,6,
9,MIN,24,DET,9,
9,NO,45,LAR,35,
9,NE,31,GB,17,
9,PIT,23,BAL,16,
9,LAC,25,SEA,17,
9,ATL,38,WAS,14,
9,TEN,28,DAL,14,
10,PIT,52,CAR,21,
10,CHI,34,DET,22,
10,NO,51,CIN,14,
10,CLE,28,ATL,16,
10,IND,29,JAX,26,
10,GB,31,MIA,12,
10,KC,26,ARI,14,
10,BUF,41,NYJ,10,
10,TEN,34,NE,10,
10,DAL,27,PHI,20,
10,LAC,20,OAK,6,
10,LAR,36,SEA,31,
10,WAS,16,TB,3,
10,NYG,27,SF,23,
11,SEA,27,GB,24,
11,DAL,22,ATL,19,
11,CHI,25,MIN,20,
11,IND,38,TEN,10,
11,OAK,23,ARI,21,
11,DET,20,CAR,19,
11,PIT,20,JAX,16,
11,NO,48,PHI,7,
11,NYG,38,TB,35,
11,BAL,24,CIN,21,
11,DEN,23,LAC,22,
11,HOU,23,WAS,21,
11,LAR,54,KC,51,
12,DAL,31,WAS,23,
12,CHI,23,DET,16,
12,NO,31,ATL,17,
12,BUF,24,JAX,21,
12,SEA,30,CAR,27,
12,CLE,35,CIN,20,
12,IND,27,MIA,24,
12,DEN,24,PIT,17,
12,MIN,24,GB,17,
12,NE,27,NYJ,13,
12,PHI,25,NYG,22,
12,BAL,34,OAK,17,
12,LAC,45,ARI,10,
12,TB,27,SF,9,
12,HOU,34,TEN,17,
13,DAL,13,NO,10,
13,BAL,26,ATL,16,
13,DEN,24,CIN,10,
13,LAR,30,DET,16,
13,ARI,20,GB,17,
13,HOU,29,CLE,13,
13,JAX,6,IND,0,
13,MIA,21,BUF,17,
13,NE,24,MIN,10,
13,NYG,30,CHI,27,OT
13,TEN,26,NYJ,22,
13,LAC,33,PIT,30,
13,KC,40,OAK,33,
13,SEA,43,SF,16,
13,TB,24,CAR,17,
13,PHI,28,WAS,13,
14,TEN,30,JAX,9,
14,NYJ,27,BUF,23,
14,CHI,15,LAR,6,
14,CLE,26,CAR,20,
14,DET,17,ARI,3,
14,DAL,29,PHI,23,OT
14,GB,34,ATL,20,
14,IND,24,HOU,21,
14,KC,27,BAL,24,OT
14,MIA,34,NE,33,
14,OAK,24,PIT,21,
14,LAC,26,CIN,21,
14,SF,20,DEN,14,
14,NO,28,TB,14,
14,NYG,40,WAS,16,
14,SEA,21,MIN,7,
15,LAC,29,KC,28,
15,CLE,17,DEN,16,
15,HOU,29,NYJ,22,
15,ATL,40,ARI,14,
15,BUF,14,DET,13,
15,CHI,24,GB,17,
15,CIN,30,OAK,16,
15,IND,23,DAL,0,
15,WAS,16,JAX,13,
15,MIN,41,MIA,17,
15,TEN,17,NYG,0,
15,PIT,17,NE,10,
15,PHI,30,LAR,23,
15,BAL,20,TB,12,
15,SF,26,SEA,23,OT
